id_cliente,nombre_cliente,edad,genero,pais,ciudad,segmento,nivel_satisfaccion,ingresos_mensuales,compras_ultimos_6m,monto_total_compras,fecha_registro,canal_preferido,reclamos_ultimos_6m,tiempo_entrega_dias,estado_cliente,score_riesgo,email,telefono
C0161,Fabiola Solís,18,F,Panamá,Antigua,PREMIUM,Medio,1261651,8,277450,2024-11-03,,1,6.0,activo,507.0,fabiolasolis@correo.com,08186617
C0162,Fernando Ramírez,999,Female,Guatemala,Antigua,Oro,Muy alto,1216139,3,80365,09-22-2024,Llamada,50,-3,Activo,526.0,fernandoramirez@correo.com,97499564
C0163,Valeria Vargas,,,Nicaragua,San Salvador,Plata,ALTO,5000,0,-20000,25/07/2024,,2,-3,,838.0,valeriavargas@correo.com,98407678
C0164,Diego Mora,21,M,Nicaragua,Alajuela,Premium,Muy alto,1177636,7,98945,2025-04-24,Llamada,1,0.5,,815.0,diegomora@correo.com,72934172
C0165,Carlos Cordero,47,F,Costa Rica,Liberia,Bronce,Alto,736710,5,92300,2024-09-30,Email,2,6.5,Bloqueado,280.0,carloscordero@correo.com,11991808
C0166,Alonso Chaves,39,F,CR,Puntarenas,Premium,Bajo,302498,11,122860,06-04-2024,email,0,7.3,Pendiente,496.0,alonsochaves@correo.com,50720811
C0167,Jorge Mora,31,M,Salvador,Antigua,Oro,Bajo,936495,8,105304,03-11-2026,whatsapp,0,2.7,Pendiente,451.0,jorgemora@correo.com,28843188
C0168,Ana Rojas,45,F,Panamá,Ciudad de Panamá,Oro,Alto,ND,4,141065,10-04-2025,whatsapp,1,0.5,,721.0,anarojas@correo.com,68315893
C0169,Carlos Soto,28,,Guatemala,Ciudad de Guatemala,Premium,Muy alto,1151746,0,0,2025-12-12,App,0,6.2,ACTIVO,803.0,carlossoto@correo.com,11594082
C0170,Andrés Torres,18,F,Costa Rica,Liberia,Premium,4,343954,8,316304,2025-09-12,App,1,2.7,Inactivo,519.0,andrestorres@correo.com,
C0171,Esteban Gómez,29,F,El Salvador,San Salvador,Bronce,Medio,-100000,150,3676406,06-30-2025,App,1,8.1,Inactivo,454.0,,64111824
C0172,Sofía Torres,51,M,Guatemala,Liberia,PREMIUM,Bajo,537688,5,0,20/07/2025,Correo,0,4.7,Bloqueado,261.0,sofiatorres@correo.com,13824967
C0173,Kevin Soto,18,F,Nicaragua,Ciudad de Panamá,Oro,Medio,818969,18,"₡254,871",2024-11-03,,0,2.7,ACTIVO,418.0,kevinsoto@correo.com,55474355
C0174,Ana Soto,33,M,Guatemala,,Bronce,Muy alto,1040819,7,226136.00,2025-01-14,,-1,8.0,Bloqueado,676.0,anasoto@correo.com,43375047
C0175,Ana Jiménez,51,No indica,El Salvador,Ciudad de Panamá,Plata,Medio,1053490,7,,11-28-2025,SMS,0,3.1,Activo,640.0,anajimenez@correo.com,64187758
C0176,Camila Cordero,23,No indica,El Salvador,,Bronce,Medio,sin dato,7,303989,2024-09-10,WhatsApp,4,5.4,inactivo,562.0,camilacordero@correo.com,99717911
C0177,Lucía Castro,34,F,El Salvador,Alajuela,Oro,Muy alto,sin dato,6,61372,2025-11-22,llamada,0,6.1,Pendiente,607.0,luciacastro@correo.com,39284567
C0178,Diego Soto,35,F,Panamá,Ciudad de Panamá,Oro,Bajo,881933,6,123406,2025-10-17,WhatsApp,0,4.5,,839.0,diegosoto@correo.com,99594652
C0179,Diego Rojas,22,M,Nicaragua,Puntarenas,Plata,Bajo,0,2,15039,2024-07-22,App,0,1.4,,759.0,diegorojas@correo.com,24102615
C0180,Diego Chaves,40,Femenino,El Salvador,,Plata,Medio,920088,1,40415,2024-10-28,Correo,0,3.1,ACTIVO,761.0,diegochaves@correo.com,31791286
C0181,Mateo Pérez,23,F,Nicaragua,Managua,Plata,Medio,754795,8,113746,03-31-2025,Email,1,6.7,ACTIVO,506.0,mateoperez@correo.com,75460273
C0182,Fabiola Castro,30,m,Panamá,Alajuela,Premium,Alto,397358,13,250165,sin fecha,Correo,0,4.1,,817.0,fabiolacastro@correo.com,07826333
C0183,Pablo Navarro,31,Femenino,Nicaragua ,Ciudad de Panamá,Plata,Bajo,847077,9,218771,2025-08-24,llamada,0,1.2,Inactivo,847.0,pablonavarro@correo.com,99663618
C0184,Lucía Monge,50,M,el salvador,San José,Premium,Medio,603757,300,9359018,03/07/2025,llamada,0,3.1,activo,328.0,luciamonge@correo.com,72994938
C0185,Valeria Rojas,47,M,Guatemala,Managua,Bronce,Alto,3411096,7,56888,07-02-2024,Correo,0,7.3,Inactivo,591.0,valeriarojas@correo.com,32484137
C0186,Fernando Castro,34,F,Guatemala,Ciudad de Panamá,,Muy alto,0,2,36199,2025-11-03,Llamada,0,2.7,,347.0,fernandocastro@correo.com,24186210
C0187,Fernando Gómez,34,F,Costa Rica,Ciudad de Panamá,Oro,Bajo,484258,9,error,11-27-2025,Email,4,5.2,Bloqueado,648.0,sin correo,55839386
C0188,Valeria Vargas,29,M,NI,Alajuela,Oro,Alto,630804,10,303729,04-07-2024,SMS,1,0.5,Activo,713.0,valeriavargas@correo.com,57150997
C0189,Diego Rojas,18,Male,Guatemala,San José,Plata,Bajo,405899,0,30391.00,25/10/2025,Email,0,6.2,,373.0,diegorojas@correo.com,33968527
C0190,María Jiménez,69,M,Guatemala,Cartago,Premium,Medio,667236,12,218764,03/01/2025,Llamada,0,3.5,activo,510.0,mariajimenez@correo.com,70661498
C0191,Paula Navarro,30,Masculino,panamá,Cartago,PREMIUM,Muy alto,699518,11,528955,17/07/2024,WhatsApp,2,5.9,Pendiente,675.0,paulanavarro@correo.com,06633705
C0192,Camila Alvarado,18,M,Guatemala,San Salvador,Bronce,Medio,1200170,10,15433,02-09-2026,email,0,3.9,inactivo,739.0,camilaalvarado@correo.com,64027011
C0193,Natalia Torres,33,M,Guatemala,Ciudad de Panamá,Plata,Bajo,2329256,4,5435,22/03/2024,email,0,45,activo,537.0,nataliatorres@correo.com,04090138
C0194,Alonso Salazar,23,M,Panamá,Cartago,Bronce,Alto,1367092,99,2975540,12/01/2025,,1,3.6,Inactivo,363.0,alonsosalazar@correo.com,50505739
C0195,Fernando Cordero,60,F,Costa Rica,Liberia,Bronce,ALTO,661727,3,72841,18/04/2024,,0,6.1,Inactivo,480.0,fernandocordero@correo.com,71287153
C0196,Natalia Aguilar,20,F,El Salvador,Antigua,Oro,Bajo,626285,13,398339,2024-11-14,llamada,0,6.1,ACTIVO,713.0,nataliaaguilar@correo.com,28993160
C0197,Sofía Torres,41,m,Guatemala,,Bronce,Muy alto,964167,2,52677,08-18-2024,email,3,3.7,Inactivo,686.0,sofiatorres@correo.com,20865675
C0198,Laura Torres,28,M,Cost Rica,San José,Plata,Muy alto,1049042,19,453392,2025-11-25,Email,5,4.5,Bloqueado,284.0,lauratorres@correo.com,01859626
C0199,Paula Salazar,28,M,Costa Rica,San Salvador,Bronce,Bajo,,14,101055,28/01/2025,Correo,1,5.2,Inactivo,445.0,paulasalazar@correo.com,82606888
C0200,Adriana Jiménez,59,Femenino,Guatemala ,Puntarenas,Plata,Muy alto,1794474,5,120677,15/06/2025,SMS,0,4.8,Pendiente,564.0,adrianajimenez@correo.com,88310303
C0201,Emilio Araya,36,F,Costa Rica,Liberia,Bronce,Muy alto,457090,12,250337,16/06/2024,App,0,2.2,Pendiente,828.0,emilioaraya@correo.com,81861515
C0202,Esteban Hernández,33,No indica,Costa Rica,Alajuela,Premium,1,2675595,10,367147,01-29-2026,email,1,9.3,,536.0,correo@@mal,22694053
C0203,José Navarro,55,F,Nicaragua,,Bronce,Muy alto,,7,163948,03-10-2025,Correo,1,2.1,Activo,849.0,josenavarro@correo.com,60930685
C0204,Emilio Navarro,51,F,GT,Heredia,Premium,Bajo,573906,6,125113.00,10/08/2024,whatsapp,4,7.1,Pendiente,811.0,emilionavarro@correo.com,05097545
C0205,Paula Chaves,46,,Guatemala,Ciudad de Guatemala,Plata,Alto,646253,8,36091,2025-03-20,Llamada,2,6.3,ACTIVO,274.0,paulachaves@correo.com,02374167
C0206,Adriana Solís,18,m,Costa Rica,San José,Plata,1,25000000,7,171976,12/09/2024,email,2,3.2,Activo,742.0,adrianasolis@correo.com,18923923
C0207,Camila Jiménez,45,F,Costa Rica,Ciudad de Panamá,Premium,Muy alto,994153,5,"₡77,968",11-07-2025,whatsapp,0,5.7,ACTIVO,509.0,camilajimenez@correo.com,54110825
C0208,Diego Ramírez,36,F,ESA,Cartago,PREMIUM,Muy alto,1012810,12,473288,09/01/2025,SMS,0,1.9,inactivo,564.0,diegoramirez@correo.com,29424090
C0209,Mateo Araya,55,M,Nicaragua,Antigua,Bronce,Alto,910496,0,22435,10-01-2024,,0,3.2,ACTIVO,634.0,mateoaraya@correo.com,24033810
C0210,Lucía Castro,57,F,El Salvador,San José,Plata,Alto,3298833,4,94852,10-11-2025,llamada,2,2.7,Pendiente,599.0,luciacastro@correo.com,27365271
C0211,Jimena Gómez,39,F,Costa Rica,Heredia,Plata,Muy alto,441460,13,290939,2025-10-21,App,2,5.1,ACTIVO,610.0,sin correo,85132797
C0212,Mateo Soto,34,F,Costa Rica,Alajuela,Premium,Alto,446211,14,445984,25/04/2024,email,0,3.4,Pendiente,464.0,mateosoto@correo.com,10922685
C0213,Fabiola Torres,27,F,Nicaragua,Liberia,Plata,Medio,674887,5,185866,02/04/2024,Correo,0,5.9,Bloqueado,504.0,fabiolatorres@correo.com,52366878
C0214,Paula Castro,23,F,Guatemala,Cartago,Bronce,Muy alto,502548,5,111494,2025-03-07,WhatsApp,0,5.9,Pendiente,667.0,paulacastro@correo.com,65019179
C0215,Fernando Soto,38,M,Guatemala,Ciudad de Guatemala,Oro,Bajo,"697,312",8,358015,07-21-2025,Correo,3,5.1,Inactivo,504.0,fernandosoto@correo.com,86236903
C0216,Jimena Navarro,18,M,Costa Rica,San Salvador,Plata,Alto,,300,8044583,03-28-2024,Email,1,6.1,ACTIVO,439.0,,46835652
C0217,Jorge Pérez,51,F,Nicaragua,San José,Bronce,Bajo,1335631,13,223028,09-15-2025,llamada,2,0.5,Inactivo,425.0,jorgeperez@correo.com,06339912
C0218,Kevin Rojas,49,M,Costa Rica,Ciudad de Guatemala,premium,Alto,575885,15,347221,05-06-2024,WhatsApp,0,9.1,Activo,622.0,kevinrojas@correo.com,89551687
C0219,Pablo Hernández,29,Male,Nicaragua ,Alajuela,Oro,Muy alto,586473,1,13823,10/09/2025,llamada,1,5.7,Bloqueado,577.0,pablohernandez@correo.com,35909605
C0220,Luis Jiménez,54,M,Guatemala,Liberia,Premium,Medio,sin dato,0,24131,05-01-2025,Llamada,0,3.5,,666.0,correo@@mal,19925502
C0221,Esteban Aguilar,58,F,Costa Rica,Heredia,Premium,Medio,936040,16,546571,11-10-2024,,0,4.2,Pendiente,498.0,estebanaguilar@correo.com,68512765
C0222,Ricardo Cordero,18,F,Panamá,Alajuela,Bronce,Muy alto,1045461,14,187273,18/07/2025,email,2,1.2,Bloqueado,726.0,ricardocordero@correo.com,60538444
C0223,Ana Cordero,36,F,El Salvador,Managua,Premium,Muy alto,434833,8,278319,11-21-2024,,0,7.0,Pendiente,321.0,anacordero@correo.com,48253110
C0224,Ana Alvarado,26,M,Guatemala,San Salvador,Plata,Medio,2096317,0,0,2025-09-02,email,0,5.4,inactivo,547.0,anaalvarado@correo.com,61706171
C0225,Fabiola Aguilar,25,F,Guatemala,San Salvador,PREMIUM,Muy alto,682995,3,73585,31/01/2024,SMS,0,3.3,activo,414.0,fabiolaaguilar@correo.com,84776863
C0226,Paula Vargas,18,M,Nicaragua,Ciudad de Guatemala,Bronce,Muy alto,592294,3,135864,09-10-2025,whatsapp,1,1.4,Bloqueado,735.0,paulavargas@correo.com,123
C0227,Daniela Monge,41,F,ESA,Alajuela,Premium,Muy alto,689069,0,35482,11-30-2024,Email,1,4.7,,764.0,danielamonge@correo.com,42608805
C0228,Carlos Cordero,32,M,El Salvador,Ciudad de Guatemala,Premium,Bajo,570797,4,141492,11/01/2026,Email,50,2.2,Pendiente,721.0,carloscordero@correo.com,14596422
C0229,Lucía Soto,34,M,Nicaragua,Ciudad de Panamá,Oro,Muy alto,,0,24760,17/03/2024,Llamada,0,7.8,Bloqueado,363.0,luciasoto@correo.com,98854728
C0230,Alonso Chaves,24,f,nicargua,Antigua,Bronce,Bajo,1087155,-2,20700,2024-08-05,llamada,0,5.6,inactivo,472.0,alonsochaves@correo.com,63436294
C0231,Carlos Mora,18,M,Costa Rica,Cartago,Premium,Bajo,1136114,0,9999999,12-18-2025,Email,0,3.1,Pendiente,439.0,carlosmora@correo.com,72076502
C0232,Sebastián Rojas,18,M,Guatemala,San José,Plata,Bajo,660624,0,23729,12-07-2024,email,2,7.1,ACTIVO,318.0,sebastianrojas@correo.com,02632570
C0233,Valeria Castro,44,F,El Salvador,Ciudad de Guatemala,Oro,Muy alto,2979850,19,337922,03/08/2025,SMS,4,1.0,activo,530.0,valeriacastro@correo.com,123
C0234,Jimena Monge,0,F,costa rica,Puntarenas,Oro,medio,481924,12,140594,10/04/2024,,1,7.8,,776.0,jimenamonge@correo.com,34268344
C0235,Ricardo Gómez,18,M,Nicaragua,Ciudad de Panamá,Premium,Muy alto,"25,000,000",15,320233,07-10-2025,App,0,6.3,,652.0,ricardogomez@correo.com,87010415
C0236,Mónica Aguilar,38,No indica,Costa Rica,Ciudad de Panamá,Plata,Medio,sin dato,6,151500,2025-06-16,WhatsApp,,5.5,Pendiente,806.0,monicaaguilar@correo.com,23849791
C0237,Sofía Hernández,43,M,Panamá,Alajuela,Oro,Bajo,730028,15,192913,11-03-2025,Llamada,3,6.6,ACTIVO,779.0,correo@@mal,58835868
C0238,Natalia Monge,23,M,Panamá,Alajuela,Premium,Medio,1902523,14,163748,2025-02-17,Email,2,9.5,Activo,314.0,nataliamonge@correo.com,33126610
C0239,Esteban Castro,,F,Guatemala,,Plata,Muy alto,792091,9,239315,2025-11-15,,2,3.5,Pendiente,495.0,estebancastro@correo.com,28733978
C0240,Kevin Castro,18,Male,Guatemala,Liberia,Oro,Muy alto,"1,309,892",10,368369,27/05/2025,Correo,0,6.0,ACTIVO,533.0,kevincastro@correo.com,00564350
C0241,Alonso Mora,34,F,Costa Rica,Alajuela,Premium,Alto,1027287,9,45030,2024-02-26,Email,2,5.3,ACTIVO,659.0,alonsomora@correo.com,06626682
C0242,Fernando Jiménez,19,F,Costa Rica,,Bronce,Medio,596191,17,413623,05-05-2024,whatsapp,0,6.5,Inactivo,691.0,fernandojimenez@correo.com,37458438
C0243,Luis Chaves,49,No indica,Guatemala,Ciudad de Panamá,Bronce,Medio,"₡696,957",3,48283.00,2025-05-22,WhatsApp,0,3.9,ACTIVO,361.0,,08509549
C0244,Pablo Alvarado,22,M,Costa Rica,Ciudad de Panamá,Premium,Alto,556236,10,436330,09-12-2024,WhatsApp,1,5.2,,411.0,pabloalvarado@correo.com,90149542
C0245,Ana Navarro,45,M,Nicaragua,Liberia,Premium,ALTO,1142746,9,315820,07-07-2024,Correo,0,2.6,,387.0,ananavarro@correo.com,40580935
C0246,Carlos Pérez,41,m,Nicaragua ,Liberia,Oro,Muy alto,1384192,9,160451,04-18-2024,,0,6.1,inactivo,720.0,carlosperez@correo.com,69026113
C0247,Ricardo Vargas,42,FEM,El Salvador,Puntarenas,Plata,Alto,625807,2,69800,19/03/2024,Email,1,4.2,Inactivo,592.0,ricardovargas@correo.com,83692944
C0248,Jorge Cordero,27,M,Guatemala,Ciudad de Guatemala,Premium,Medio,429552,7,250824,10/12/2024,Correo,1,7.1,Inactivo,693.0,jorgecordero@correo.com,67647229
C0249,Sofía Rojas,24,Male,nicargua,Alajuela,Premium,Muy alto,714637,5,157746,22/09/2025,Correo,0,4.7,Pendiente,513.0,sofiarojas@correo.com,49134213
C0250,Ana Alvarado,58,M,Costa Rica,San José,Premium,Medio,1217685,0,13002,10-12-2024,Correo,4,5.6,ACTIVO,383.0,anaalvarado@correo.com,54781506
C0251,Valeria Araya,999,M,Guatemala ,Cartago,Premium,Muy alto,687340,0,23996,08-01-2024,llamada,0,4.6,activo,600.0,valeriaaraya@correo.com,24347769
C0252,Carlos Hernández,52,F,Nicaragua,San Salvador,Oro,Alto,1418530,14,177659,2025-06-03,WhatsApp,2,4.9,activo,407.0,carloshernandez@correo.com,76640473
C0253,Daniela Cordero,38,F,Costa Rica,Managua,Bronce,Bajo,1095388,18,158967,2024-07-22,llamada,0,3.8,Activo,347.0,danielacordero@correo.com,83000818
C0254,José Torres,31,F,Panamá,Antigua,Oro,Bajo,-100000,11,244974,15/11/2024,Correo,1,1.1,Bloqueado,310.0,josetorres@correo.com,64613684
C0255,Paula Rojas,53,M,Costa Rica,Managua,Premium,Bajo,999648,7,242842,24/05/2024,App,0,8.5,Bloqueado,389.0,paularojas@correo.com,45205996
C0256,Adriana Araya,38,F,Panamá,Ciudad de Guatemala,Premium,Muy alto,862440,1,33674,05-23-2024,SMS,50,3.2,ACTIVO,427.0,adrianaaraya@correo.com,85959224
C0257,Laura Alvarado,33,F,Guatemala ,San José,Plata,Bajo,708697,13,461115,2025-07-26,Email,0,5.7,Bloqueado,797.0,lauraalvarado@correo.com,59648831
C0258,Camila Gómez,33,M,Nicaragua,Managua,Bronce,Medio,611236,10,364691,30/11/2024,email,0,5.6,,481.0,camilagomez@correo.com,85819324
C0259,Mateo Ramírez,27,M,Costa Rica,Ciudad de Guatemala,Plata,Medio,sin dato,2,57918,09-16-2024,llamada,1,7.4,Inactivo,537.0,mateoramirez@correo.com,44090797
C0260,Luis Chaves,59,F,Guatemala,San José,Oro,Medio,1337174,9,264259,,email,0,4.0,Pendiente,366.0,luischaves@correo.com,41270493
C0261,Natalia Rojas,28,M,Costa Rica,Ciudad de Guatemala,Bronce,Bajo,2245960,13,294677,07-14-2024,llamada,0,3.2,ACTIVO,357.0,nataliarojas@correo.com,33432447
C0262,Gabriela Chaves,23,F,Guatemala ,Heredia,Premium,Alto,399529,13,519419,2024-02-02,Email,1,6.8,Pendiente,444.0,gabrielachaves@correo.com,05150267
C0263,Alonso Chaves,,M,El Salvador,Managua,Plata,Alto,"985,198",13,450126,14/08/2025,llamada,0,3.3,inactivo,608.0,alonsochaves@correo.com,92250142
C0264,José Navarro,40,Masculino,costa rica,Antigua,PREMIUM,Medio,675675,8,110587,08/04/2024,SMS,2,1.3,ACTIVO,789.0,josenavarro@correo.com,sin telefono
C0265,Fernando Aguilar,33,F,Costa Rica,Heredia,Premium,2,1042440,7,357626,11-29-2025,email,0,6.0,Activo,311.0,fernandoaguilar@correo.com,
C0266,Andrés Cordero,33,M,Nicaragua,Ciudad de Guatemala,Oro,Muy alto,1051686,15,190742,16/04/2025,,1,5.7,Inactivo,655.0,,24560754
C0267,Fernando Mora,22,M,Guatemala,San Salvador,Premium,Medio,,7,64846,21/03/2024,SMS,1,120,Activo,683.0,fernandomora@correo.com,61394498
C0268,Fernando Monge,18,Female,Guatemala,San Salvador,Oro,Muy alto,300337,9,251168,27/12/2025,llamada,1,1.9,Pendiente,526.0,fernandomonge@correo.com,86780555
C0269,Daniela Salazar,38,M,Costa Rica,Managua,Oro,medio,1533993,15,587079,17/03/2025,,0,5.3,activo,544.0,danielasalazar@correo.com,26911633
C0270,José Gómez,37,M,Panamá,Antigua,Oro,Alto,850692,0,18348,sin fecha,Email,2,9.5,inactivo,309.0,josegomez@correo.com,66309329
C0271,Ana Aguilar,28,F,panamá,Ciudad de Panamá,Plata,Medio,1369988,6,95978,2026-03-26,email,0,5.2,activo,449.0,anaaguilar@correo.com,71006876
C0272,Fabiola Araya,49,,Costa Rica,,Bronce,Muy alto,795768,13,313565,2024-12-13,,2,3.8,activo,635.0,fabiolaaraya@correo.com,73454757
C0273,Emilio Mora,34,F,Panamá,,Oro,Muy alto,992717,5,146865,20/08/2025,llamada,0,3.5,Pendiente,772.0,emiliomora@correo.com,25298585
C0274,Esteban Pérez,20,Femenino,Costa Rica,Liberia,Bronce,Alto,,8,187470,12-03-2024,App,1,2.8,activo,774.0,correo@@mal,34233720
C0275,María Jiménez,31,M,Panama,Cartago,Bronce,Bajo,650027,0,26773,04-24-2024,App,2,7.2,activo,619.0,,94725878
C0276,Esteban Araya,34,MASC,NI,Ciudad de Guatemala,Plata,ALTO,785851,12,206615,06/08/2024,whatsapp,0,4.5,,430.0,estebanaraya@correo.com,25236229
C0277,Natalia Alvarado,39,M,Nicaragua,Liberia,Oro,Alto,792100,0,149,2025/99/99,Email,0,7.9,Inactivo,474.0,nataliaalvarado@correo.com,58833987
C0278,Diego Gómez,27,M,Costa Rica,Antigua,Premium,Muy bajo,983519,13,470226,2025-02-27,whatsapp,1,7.4,,513.0,diegogomez@correo.com,48840215
C0279,Pablo Jiménez,39,F,Panamá,,Sin segmento,Muy alto,676770,13,229174,03-09-2024,Llamada,0,7.1,ACTIVO,345.0,pablojimenez@correo.com,97931647
C0280,María Gómez,27,F,Nicaragua,Antigua,Premium,Alto,721142,4,33249,12-29-2024,email,0,4.2,activo,0,mariagomez@correo.com,85155333
C0281,Diego Jiménez,34,No indica,Costa Rica,Antigua,Plata,Muy alto,798746,6,221001,2024-06-15,email,0,4.3,Inactivo,440.0,diegojimenez@correo.com,
C0282,Fernando Chaves,55,,Panamá,,Premium,Muy alto,,4,139205,10/06/2024,App,3,2.5,ACTIVO,736.0,fernandochaves@correo.com,12073465
C0283,Ana Rojas,-1,F,Costa Rica,Managua,Bronce,Medio,478934,17,576869,25/04/2025,Email,1,6.9,inactivo,680.0,anarojas@correo.com,93238223
C0284,Andrés Alvarado,40,M,Panamá,Ciudad de Guatemala,Plata,Alto,sin dato,10,0,2024-08-31,App,0,0.5,ACTIVO,363.0,andresalvarado@correo.com,67379487
C0285,Lucía Gómez,33,M,Costa Rica,Puntarenas,PREMIUM,Bajo,574779,17,520038,03-25-2024,Correo,2,3.5,Bloqueado,335.0,luciagomez@correo.com,
C0286,Mónica Pérez,37,FEM,El Salvador,,Plata,Muy alto,ND,10,202959,2024-03-09,App,0,3.5,Pendiente,833.0,monicaperez@correo.com,62669335
C0287,Fabiola Solís,48,M,nicargua,Puntarenas,Bronce,Muy alto,586503,13,479612,2024-10-05,SMS,3,8.4,,601.0,fabiolasolis@correo.com,74381199
C0288,Jimena Cordero,18,M,Panamá,San Salvador,Oro,Bajo,824940,11,490350,02/08/2025,email,2,4.7,Activo,315.0,jimenacordero@correo.com,19113599
C0289,Fernando Navarro,43,Femenino,Nicaragua,San José,PREMIUM,2,2003046,2,14957,18/02/2024,SMS,6,9.5,ACTIVO,376.0,fernandonavarro@correo.com,56527155
C0290,Jimena Torres,49,No indica,Nicaragua,Antigua,Oro,Alto,726508,12,81876,2025-12-13,Email,0,3.5,ACTIVO,493.0,jimenatorres@correo.com,85626149
C0291,Diego Navarro,38,F,Costa Rica,,Premium,Medio,574175,4,43981,07-09-2024,Llamada,1,5.8,ACTIVO,698.0,diegonavarro@correo.com,46553585
C0292,Esteban Hernández,38,F,El Salvador,Ciudad de Panamá,Plata,Bajo,"802,426",-2,20470,2024-05-31,App,0,4.5,ACTIVO,818.0,estebanhernandez@correo.com,76263748
C0293,Diego Monge,38,F,El Salvador,San José,Oro,Bajo,1021631,2,18192,26/10/2025,email,0,2.7,activo,671.0,diegomonge@correo.com,67252145
C0294,Mateo Castro,38,F,Costa Rica,Alajuela,Bronce,Bajo,ND,12,570184,2024-06-25,Correo,0,5.6,Inactivo,308.0,mateocastro@correo.com,123
C0295,Kevin Torres,39,Femenino,Guatemala,Ciudad de Guatemala,Oro,Muy alto,974189,7,31345.00,11-06-2025,SMS,1,5.0,activo,643.0,kevintorres@correo.com,88683452
C0296,Natalia Cordero,24,M,Panamá,Managua,Oro,Bajo,866478,10,351476,2025-07-01,Llamada,0,3.3,Bloqueado,281.0,nataliacordero@correo.com,88285031
C0297,Mónica Aguilar,41,F,C.R.,Cartago,Bronce,Alto,"1,265,920",9,160808,12-28-2025,SMS,4,3.7,Inactivo,,monicaaguilar@correo.com,37490607
C0298,Natalia Vargas,53,M,PAN,San Salvador,Oro,Alto,1849795,15,282100,2024-07-07,whatsapp,2,5.0,activo,513.0,nataliavargas@correo.com,08335090
C0299,Alonso Gómez,29,Femenino,Guatemala,Ciudad de Panamá,Oro,Muy alto,440204,10,313379,07/03/2024,WhatsApp,0,7.0,Inactivo,0,alonsogomez@correo.com,06090691
C0300,Ana Salazar,49,M,Nicaragua,Cartago,Premium,Medio,632139,5,173080,2026-01-27,email,0,4.3,,778.0,anasalazar@correo.com,25366677
C0301,Fernando Aguilar,28,No indica,Guatemala,Managua,Oro,Muy alto,737166,12,14549,2025-02-26,,0,6.1,Bloqueado,812.0,fernandoaguilar@correo.com,03692492
C0302,Sofía Cordero,30,F,Nicaragua,Managua,Bronce,Muy bajo,734592,11,364142,11-19-2024,llamada,0,4.3,activo,432.0,sofiacordero@correo.com,22618962
C0303,Mónica Hernández,51,F,C.R.,Ciudad de Guatemala,Oro,Medio,813026,6,129125,01/10/2025,Llamada,3,5.5,ACTIVO,826.0,monicahernandez@correo.com,41597099
C0304,Esteban Ramírez,37,Masculino,Nicaragua,Heredia,Oro,Muy alto,713189,11,248793,01-11-2024,App,0,5.3,Bloqueado,483.0,estebanramirez@correo.com,65586652
C0305,Mateo Torres,31,Femenino,Panamá,Alajuela,Bronce,Medio,754993,18,464521,2025-09-24,SMS,1,4.8,Activo,774.0,mateotorres@correo.com,sin telefono
C0306,Mónica Castro,21,F,Nicaragua,Heredia,Bronce,Alto,910579,12,416808,29/08/2025,WhatsApp,1,1.9,inactivo,745.0,monicacastro@correo.com,44210175
C0307,María Navarro,53,F,Panamá,Managua,Oro,Muy alto,734591,8,199377,17/04/2025,email,2,6.1,Pendiente,789.0,marianavarro@correo.com,66025626
C0308,Sofía Monge,150,MASC,panamá,Antigua,Plata,Muy alto,316745,6,167844,2024-10-23,whatsapp,4,4.6,Pendiente,258.0,sofiamonge@correo.com,49691928
C0309,Fernando Monge,38,m,Guatemala,,Premium,Alto,926449,7,30183,2024-08-30,whatsapp,50,0.7,Activo,339.0,fernandomonge@correo.com,79417634
C0310,Mateo Hernández,34,M,Salvador,Puntarenas,Plata,Medio,1062166,8,15000000,,llamada,0,6.6,activo,339.0,mateohernandez@correo.com,97514743
C0311,José Monge,54,M,El Salvador,Heredia,Premium,Muy alto,445759,17,410161,2025-12-31,WhatsApp,3,4.2,inactivo,348.0,josemonge@correo.com,55516517
C0312,Natalia Solís,28,,GT,Cartago,Bronce,medio,638768,2,,2025-05-19,Correo,1,8.0,Activo,604.0,nataliasolis@correo.com,05195826
C0313,Alonso Alvarado,30,M,Guatemala,Liberia,Premium,Muy alto,792288,14,357196,2024-07-29,SMS,1,5.8,Pendiente,379.0,alonsoalvarado@correo.com,70394380
C0314,Esteban Aguilar,41,M,Nicaragua,Heredia,Oro,Medio,ND,19,535700.00,2025-10-31,llamada,0,6.9,activo,524.0,estebanaguilar@correo.com,31072011
C0315,Camila Rojas,29,Male,Costa Rica,Antigua,Premium,Bajo,901655,2,,2024-07-11,llamada,2,7.2,Pendiente,588.0,camilarojas@correo.com,73045195
C0316,Fernando Chaves,31,M,Nicaragua ,Puntarenas,Plata,Muy alto,ND,1,18845,2025-11-27,Correo,0,6.5,Activo,337.0,fernandochaves@correo.com,29236161
C0317,Laura Vargas,25,M,Guatemala,Puntarenas,Oro,Muy alto,935476,6,144307,2025-12-11,App,3,3.8,Inactivo,547.0,lauravargas@correo.com,123
C0318,Valeria Gómez,42,F,Costa Rica,Puntarenas,Oro,Alto,571576,1,36349,01/02/2024,Email,2,5.4,Inactivo,309.0,valeriagomez@correo.com,57060717
